text,question
"Titre: concours de recrutement, Date: mai 15, 2023. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/concours-de-recrutement/",Qu'est-ce que le concours de recrutement?
"Titre: avis aux étudiants : procédure de connexion au wifi campus connecté, Date: mars 3, 2023. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/avis-aux-etudiants-procedure-de-connexion-au-wifi-campus-connecte/",Quelle est la procédure de connexion au wifi campus connecté?
"Titre: listes des convoqués aux épreuves oraux du concours d’accès au cycle master 2021-2022, Date: septembre 17, 2021. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/cconcours-1ere-annee-master-2021-22/",Quel est le nom du concours d'accès au cycle master 2021-2022?
"Titre: resultats de l’orientation vers le semestre s5 du cycle licence _ 2021/2022, Date: septembre 17, 2021. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/resultats-de-l-orientation-vers-s5-du-cycle-lst-2021-2022/",Quels sont les résultats de l'orientation vers le semestre s5 du cycle licence?
"Titre: concours d’accès au cycle master _ modalités et calendrier _ 2021-2022, Date: septembre 16, 2021. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/concours-master-2021-2022/",Quelle est la date du concours d'accès au cycle master?
"Titre: offre en formation continue au titre de l’année universitaire 2021/2022, Date: septembre 16, 2021. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/fc-2021-2022/",Quel est le titre de l'année universitaire 2021/2022?
"Titre: avis aux bacheliers admis lors de la 3ème phase, Date: septembre 13, 2021. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/avis-aux-bacheliers-admis-lors-de-la-3eme-phase-3/",Quelle est la date de l'avis aux bacheliers?
"Titre: résultats définitifs du concours d’accès _ 1ère année du cycle ingénieur « géoinformation » 2021-2022, Date: septembre 11, 2021. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/cconcours-1ere-annee-geoinformation1-2019-2023/",Qu'est-ce que le concours d'accès?
"Titre: résultats définitifs du concours d’accès _ 1ère année du cycle ingénieur « génie industriel » 2021-2022, Date: septembre 11, 2021. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/cconcours-1ere-annee-gind-2019-2024/",Qu'est-ce que le concours d'accès?
"Titre: résultats définitifs du concours d’accès _ 2ème année du cycle ingénieur « génie industriel » 2021-2022, Date: septembre 11, 2021. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/cconcours-1ere-annee-gemi2-2021-2023/",Qu'est-ce que le concours d'accès?
"Titre: résultats définitifs du concours d’accès _ 1ère année du cycle ingénieur « lsi » 2021-2022 (2), Date: septembre 10, 2021. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/cconcours-1ere-annee-lsi1-2019-2023/",Qu'est-ce que le concours d'accès?
"Titre: résultats définitifs du concours d’accès _ 1ère année du cycle ingénieur « gemi » 2021-2022, Date: septembre 10, 2021. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/cconcours-1ere-annee-gemi2-2019-2021/",Qu'est-ce que le concours d'accès?
"Titre: résultats définitifs du concours d’accès _ 2ème année du cycle ingénieur « gemi » 2021-2022, Date: septembre 10, 2021. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/cconcours-1ere-annee-gemi2-2021-2022/",Quel concours d'accès a eu lieu le 10 septembre 2021?
"Titre: résultats définitifs du concours d’accès _ 1ère année du cycle ingénieur « lsi » 2021-2022 (2), Date: septembre 10, 2021. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/cconcours-1ere-annee-lsi1-2019-2023/",Qu'est-ce que le concours d'accès?
"Titre: avis aux étudiants inscrits au cycle doctorat, Date: septembre 10, 2021. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/avis-aux-etudiants-inscrits-au-cycle-doctorat-2021-2022/",Qu'est-ce qu'un avis aux étudiants inscrits au cycle doctorat?
"Titre: avis aux bacheliers admis lors de la 2ème phase, Date: septembre 2, 2021. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/avis-aux-bacheliers-admis-lors-de-la-2eme-phase/",Qu'est-ce qu'un avis aux bacheliers admis lors de la 2ème phase?
"Titre: orientation vers s3 du parcours gegm, Date: août 31, 2021. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/orientation-vers-s3-du-parcours-gegm-2-2021-2022/",Quelle est la date d'orientation vers s3 du parcours gegm?
"Titre: appel à candidature-concours d’accès à la 2ème année du cycle ingénieur d’état 2021-2022, Date: août 16, 2021. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/appel-a-candidature-concours-d-acces-a-la-2eme-annee-du-cycle-ingenieur-d-etat-2019-2020/",Quelle est la date de l'appel à candidature-concours d'accès?
"Titre: دعوة للتوجه لأقرب مركز تلقيح لتلقي الجرعة الأولى من اللقاح لكافة الطلبة وكذا متدربي التكوين المهني للفئة العمرية 18 سنة فما فوق, Date: août 15, 2021. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/covvacci/",Quelle est la date de l'événement?
"Titre: avis de concours de recrutement d’un ingénieur d’état 1er grade, Date: juin 25, 2021. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/avis-de-concours-de-recrutement-d-un-ingenieur-d-etat-1er-grade/",Quelle est la date de l'avis de concours de recrutement?
"Titre: avis de concours pour le recrutement de deux (02) professeurs – assistants réservé aux fonctionnaires titulaires d’un doctorat, Date: juin 25, 2021. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/avis-de-concours-pour-le-recrutement-de-deux-02-professeurs-assistants-au-profit-des-fonctionnaires-titulaires-d-un-doctorat/",Quelle est la date de l'avis de concours pour le recrutement de deux (02) professeurs?
"Titre: avis de concours de recrutement de deux (02) professeurs assistants, Date: juin 25, 2021. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/avis-de-concours-de-recrutement-de-deux-02-professeurs-assistants/",Quel est le nom du concours de recrutement de deux (02) professeurs assistants?
"Titre: avis aux nouveaux bacheliers – circulaire ministérielle régissant l’accès aux fst: 2021-2022, Date: juin 19, 2021. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/avis-aux-nouveaux-bacheliers-circulaire-ministerielle-regissant-l-acces-aux-fst-2021-2022/",Quelle est la date de l'avis aux nouveaux bacheliers?
"Titre: planning des examens _ des cycles master & ingénieur – semestre de printemps 2020-2021, Date: juin 3, 2021. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/planning-des-examens-session-de-printemps-1-2018-2022/",Quelle est la date du semestre 2020-2021?
"Titre: annonce conférence it2f 2021, Date: juin 1, 2021. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/annonce-conference-it2f-2021/",Quelle est la date de l'annonce?
"Titre: avis aux etudiants : bourses _  université de jaén (espagne), Date: mai 14, 2021. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/universite-de-jaen/",Qu'est-ce que l'université de jaén?
"Titre: elections des commissions paritaires scrutin du 16 juin 2021, Date: mai 8, 2021. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/elections-des-commissions-paritaires-scrutin-du-16-juin-2021/",Quelle est la date des élections des commissions paritaires?
"Titre: avis aux etudiants : appel a candidatures bourse master double diplomation 2021 (ambassade de france), Date: mai 3, 2021. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/double-dipolomation/",Qu'est-ce que l'ambassade de france?
"Titre: avis aux etudiants : formation pmp@, Date: mai 3, 2021. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/formation-pmp/",Qu'est-ce que la formation pmp?
"Titre: webinaire sur la digitalisation : levier de l’inclusion financière, Date: avril 27, 2021. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/webinaire-sur-la-digitalisation-levier-de-l-inclusion-financiere/",Quelle est la date du Webinaire sur la digitalisation?
"Titre: avis aux etudiants : appel à participation au concours space4youth 2021, Date: avril 21, 2021. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/space4youth-2021/",Qu'est-ce que Space4Youth 2021?
"Titre: avis aux étudiants : emplois du temps du mois de ramadan _ 2021, Date: avril 12, 2021. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/emploi-du-temps-mois-de-ramadan/",Quels sont les emplois du temps du mois de ramadan?
"Titre: avis aux étudiants boursiers déclarés auprès de la c.n.s.s, Date: avril 10, 2021. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/avis-aux-etudiants-boursiers-declares-aupres-de-la-c-n-s-s/",Qu'est-ce qui a été déclaré auprès de la c.n.s.s?
"Titre: avis aux etudiants : scholarschips to moroccan students in india, Date: avril 2, 2021. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/india/",Qu'est-ce qui a été envoyé aux étudiants moroccans en 2021?
"Titre: mobilites erasmus+ : université de cantabria (espagne), Date: mars 29, 2021. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/mobilites-erasmus-univ-porto-4/",Quel est le nom de l'université de cantabria?
"Titre: mobilites erasmus+ : université de valence, espagne, Date: mars 24, 2021. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/mobilites-erasmus-univ-porto-3/",Quelle est la date de l'événement mobilites erasmus?
"Titre: actualisation des emplois du temps de la session de printemps 2020/2021 (travaux dirigés), Date: mars 14, 2021. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/etprintemps-2019-2022/",Qu'est-ce que le lien suivant?
"Titre: avis aux étudiants : webinaire wedo amendis, Date: mars 9, 2021. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/webinaire-4/",Quelle est la date du webinaire wedo amendis?
"Titre: avis aux étudiants : nouvelle plateforme moodle de la fst de tanger, Date: mars 6, 2021. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/plateforme-moodle/",Quel est le nom de la plateforme moodle de la fst de tanger?
"Titre: affectations provisoires des modules des semestres s2 et s4 du cycle licence_ session de printemps 2020/2021, Date: mars 4, 2021. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/affectation-s2-et-s4-2020-2021/",Qu'est-ce qu'une affectation provisoire?
"Titre: listes et locaux d’examens  _rattrapages de la session d’automne 2020-2021, Date: février 27, 2021. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/examens-de-rattrapages-automne-2020-2022/",Quels sont les examens de l'automne 2020-2021?
"Titre: avis aux etudiants : application d’affichage des notes et des résultats _ session d’automne 2020-2021, Date: février 26, 2021. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/consultation-des-notes-fstt-3/",Qu'est-ce qu'un avis aux etudiants?
"Titre: planning des contrôles de rattrapages des semestres s1 et s3 du cycle licence – session d’automne 2020-2021, Date: février 20, 2021. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/rattrapages-automne-2020-2021/",Qu'est-ce que le lien suivant pour plus de détails?
"Titre: avis aux étudiants boursiers _ retrait de la carte minhaty, Date: janvier 26, 2021. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/ab2019-2/",Quelle est la date de retrait de la carte minhaty?
"Titre: avis aux étudiants inscrits au cycle doctorat backup, Date: janvier 18, 2021. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/avis-aux-etudiants-inscrits-au-cycle-doctorat/",Qu'est-ce qu'un avis aux étudiants inscrits au cycle doctorat?
"Titre: actualisation du planning des examens du tronc commun du cycle licence _ session d’automne 2020-2021, Date: janvier 18, 2021. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/planning-des-examens-semestre-d-automne-2020-2021/",Quel est le nom du tronc commun d'automne 2020-2021?
"Titre: etude upm/unimed – questionnaire mobilité pour étudiants, Date: janvier 18, 2021. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/questionnaire/",Qu'est-ce que le questionnaire mobilité pour étudiants?
"Titre: avis aux étudiants boursiers _ réclamations bourses, Date: janvier 14, 2021. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/reclamation-bourse/",Qu'est-ce qu'un avis aux étudiants boursiers?
"Titre: inscription en ligne à l’assurance maladie obligatoire (amo), Date: janvier 8, 2021. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/inscription-en-ligne-a-l-assurance-maladie-obligatoire-amo/",Quelle est la date de l'inscription en ligne à l'assurance maladie obligatoire?
"Titre: aux étudiants nouvellement inscrits au cycle doctorat, Date: janvier 8, 2021. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/aux-etudiants-nouvellement-inscrits-au-cycle-doctorat/",Quel est le nom du cours pour les étudiants nouvellement inscrits au cycle doctorat?
"Titre: conférence virtuelle internationale sur le thème «gender and education amid covid-19: impacts, responses, and prospects, Date: décembre 15, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/gec-2020/","Quelle est la date de la conférence virtuelle internationale sur le thème « Gender and education amid covid-19: impacts, responses, and prospects »?"
"Titre: avis aux étudiants : calendrier académique pour l’année universitaire 2020-2021, Date: décembre 13, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/calendrier-academique-2020-2024/",Quelle est la date du calendrier académique 2020-2021?
"Titre: avis aux étudiants : calendrier académique  2020-2021, Date: décembre 13, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/calendrier-academique-2020-2021/",Quelle est la date du calendrier 2020-2021?
"Titre: affectation provisoire des modules des semestres s1 et s3 du cycle licence_ session d’automne 2020/2021_ actualisée le 04-12-2020, Date: décembre 6, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/affectation-s2-et-s4-2018-2024/",Qu'est-ce qui a été mis à jour le 6 décembre 2020?
"Titre: reclamation _ acces moodle, Date: novembre 30, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/reclamation-moodle/",Qu'est-ce que le lien suivant?
"Titre: avis aux étudiants : actualisation des emplois du temps de s1 et s3 du cycle licence, Date: novembre 13, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/emplois-du-temps-automne-2020-2022/",Quelle est la date de l'actualisation des emplois du temps?
"Titre: affectation provisoire des modules des semestres s1 et s3 du cycle licence_ session d’automne 2020/2021_ actualisée le 19-11-2020, Date: novembre 6, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/affectation-s2-et-s4-2018-2023/",Qu'est-ce qui a été mis à jour le 19-11-2020?
"Titre: affectation provisoire des modules des semestres s1 et s3 du cycle licence_ session d’automne 2020/2021, Date: octobre 24, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/affectation-s2-et-s4-2018-2022/",Qu'est-ce qu'une affectation provisoire?
"Titre: avis aux étudiants : démarrage des cours _ emplois du temps de la session d’automne 2020/2021 actualisé le 23/10/2020, Date: octobre 22, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/emplois-du-temps-automne-2020-2021/",Qu'est-ce qui a été annoncé le 23/10/2020?
"Titre: réinscriptions des étudiants au cycle doctorat au titre de l’année universitaire 2020-2021, Date: octobre 20, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/reinscriptions-des-etudiants-au-cycle-doctorat-au-titre-de-l-annee-universitaire-2020-2021/",Quel est le titre de l'année universitaire 2020-2021?
"Titre: résultats de l’orientation vers les semestres de specialisation s5 & s6  du cycle licence  2020/2021  _ actualisés le 20-10-2020, Date: octobre 16, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/r2sultats-orientation-vers-les-semestres-de-specialisation-s5-s6-du-cycle-licence-2020-2021/",Quels sont les résultats de l'orientation vers les semestres de spécialisation s5 et s6?
"Titre: résultat définitif du concours de recrutement d’un professeur assistant (01), spécialité: langue et littérature anglaise session du 15 août 2020, Date: octobre 12, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/resultat-definitif-du-concours-de-recrutement-d-un-professeur-assistant-01-specialite-langue-et-litterature-anglaise-session-du-15-aout-2020/",Quelle est la spécialité du concours de recrutement d'un professeur assistant?
"Titre: bourse erasmus mundus : ouverture des appels à candidature, Date: octobre 10, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/bourse-erasmus-mundus-ouverture-des-appels-a-candidature/",Quelle est la date de l'appel à candidature?
"Titre: résultat définitif du concours de recrutement de deux(02) professeurs assistants session du 24 août 2020, Date: octobre 8, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/resultat-definitif-du-concours-de-recrutement-de-trois-02-professeurs-assistants-session-du-24-aout-2020/",Quelle est la date du concours de recrutement de deux(02) professeurs assistants?
"Titre: clôture du projet erasmus+ dire-med – dialogue interculturel, reseaux et mobilité en méditerranée, Date: octobre 5, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/dire-med-semaine-de-dialogue-interculturel/",Quelle est la date de clôture du projet erasmus+?
"Titre: activation des emails institutionnels pour les étudiants déjà inscrits, Date: octobre 1, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/activation-des-emails-institutionnels-pour-les-etudiants-deja-inscrits/",Quelle est la date d'activation des e-mails institutionnels pour les étudiants déjà inscrits?
"Titre: urgent : avis de rattrapage des modules lc tec et anglais, Date: septembre 29, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/reclamations-planning-des-examen-5/",Quelle est la date de l'avis de rattrapage?
"Titre: avis aux étudiants : résultats de la session de printemps 2019/2020, Date: septembre 26, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/avis-aux-etudiants-resultats-de-la-session-de-printemps-2019-2020/",Qu'est-ce qu'un avis aux étudiants sur les résultats de la session de printemps 2019-2020?
"Titre: fulbright joint supervision scholarship 2020/2021, Date: septembre 15, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/fulbright-joint-supervision-scholarship-2020-2021/",Qu'est-ce que le lien suivant?
"Titre: résultat de la 1ère épreuve du concours de recrutement d’un professeur-assistant, spécialité: mathématiques appliquées, session du 24/08/2020, Date: septembre 3, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/resultat-de-la-1ere-epreuve-du-concours-de-recrutement-d-un-professeur-assistant-specialite-mathematiques-appliquees-session-du-24-08-2020/",Quel est le nom du concours de recrutement d'un professeur-assistant?
"Titre: résultat de la 1ère épreuve du concours de recrutement d’un professeur-assistant, spécialité: langue & littérature anglaise, session du 15/08/2020, Date: août 31, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/resultat-de-la-1ere-epreuve-du-concours-de-recrutement-d-un-professeur-assistant-specialite-langue-litterature-anglaise-session-du-24-08-2020/",Quel est le résultat de la 1ère épreuve du concours de recrutement d'un professeur-assistant?
"Titre: planning des examens de la session de printemps 2019-2020, Date: août 30, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/planning-des-examens-a-distance-semestre-d-printemps-2018-2025/",quelle date les examens de la session de printemps 2019-2020 sont-ils prévus?
"Titre: très urgent !  : activation des adresses e-mails institutionnelles, Date: août 28, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/activation-des-adresses-e-mails-institutionnelles-3/",Quelle est la date d'activation des adresses e-mails institutionnelles?
"Titre: examens de la session du printemps 2019-2020, Date: août 24, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/examens-de-la-session-du-printemps-2019-2020/",Quels sont les examens de la session du printemps 2019-2020?
"Titre: portes ouvertes virtuelles _ e-orientation fstt 24 juillet 2020, Date: juillet 24, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/e-orientation-fstt-juillet-2020/",Qu'est-ce que l'e-orientation fstt?
"Titre: très urgent !  avis aux etudiants, Date: juillet 10, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/controles-a-distance-des-modules-de-tec/",Qu'est-ce qu'un avis aux etudiants?
"Titre: consultation des notes, Date: juillet 9, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/consultation-des-notes/",Quelle est la date de la consultation des notes?
"Titre: avis aux étudiants, Date: juillet 9, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/avisauxetu/",Qu'est-ce qu'un avis aux étudiants?
"Titre: avis aux etudiants concernant les examens de la session de printemps 2019/2020, Date: juin 30, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/examen2020/",Qu'est-ce que le lien suivant?
"Titre: 1 ère édition de l’e-conférence de la robotique fst tanger-afrique, Date: juin 29, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/e-conference-robotique-fstt-afrique/",Quelle est la date de la première édition de l'e-conférence de la robotique fst tanger-afrique?
"Titre: félicitations !  séquençage complet du génome du virus sars-cov2 au maroc, Date: juin 7, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/sequencage-du-covid19/",Qu'est-ce que le génome du virus sars-cov2?
"Titre: félicitations !  sélection pour participation au programme de leadership des jeunes sixième edition (ylp6), Date: juin 6, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/sixieme-edition-ylp6/",Quel est le nom du programme de leadership des jeunes sixième édition?
"Titre: avis aux étudiants : webinaire sur les procédures juridiques en administration rh, Date: juin 3, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/webinaire/",Qu'est-ce qu'un avis aux étudiants?
"Titre: avis aux etudiants : 10ème édition du prix orange de l’entrepreneur social en afrique et au moyen-orient (poesam), Date: mai 30, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/10eme-prix-orange/",Quel est le nom du prix orange de l'entrepreneur social?
"Titre: بلاغ بخصوص وضع خدمات رقمية موجهة للطلبة للاضطلاع وتتبع منح التعليم العالي, Date: mai 30, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/av3005/",Qu'est-ce que Portail?
"Titre: avis aux étudiants du cycle doctorat, Date: mai 16, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/avisetcydo2020/",Qu'est-ce qu'un avis aux étudiants du cycle doctorat?
"Titre: agiremed webinars, Date: mai 14, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/agiremed-webinars/",Quelle est la date des webinars agiremed?
"Titre: avis aux doctorants : comptes e- ressources – imist, Date: mai 10, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/e-ressources-imist/",Qu'est-ce que l'avis aux doctorants?
"Titre: فتح باب الترشيح للمشاركة في يوم الإبداع الجامعي عن بعد, Date: mai 4, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/%d9%81%d8%aa%d8%ad-%d8%a8%d8%a7%d8%a8-%d8%a7%d9%84%d8%aa%d8%b1%d8%b4%d9%8a%d8%ad-%d9%84%d9%84%d9%85%d8%b4%d8%a7%d8%b1%d9%83%d8%a9-%d9%81%d9%8a-%d9%8a%d9%88%d9%85-%d8%a7%d9%84%d8%a5%d8%a8%d8%af%d8%a7/",Quel est le lien à l'adresse suivante?
"Titre: distribution de paniers alimentaires au profit des étudiants subsahariens, Date: mai 3, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/distribution-de-paniers-alimentaires-au-profit-des-etudiants-subsahariens/",Quel est le titre de la distribution de paniers alimentaires?
"Titre: bureau d’ordre digital, Date: avril 29, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/dgl/",Quel est le nom du bureau d'ordre digital?
"Titre: appel à contribution des étudiants universitaires à la réflexion sur le modèle de développement, Date: avril 25, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/mdev/",Qu'est-ce que le modèle de développement?
"Titre: questionnaire : covid-19 et alimentation, Date: avril 24, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/questionnaire-covid19/",Quelle est la date du questionnaire?
"Titre: important ! : demande d’affectation de classroom, Date: avril 21, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/affectation-de-classroom/",Quelle est la date de la demande d'affectation de classe?
"Titre: important ! : demande d’affectation de classroom (2), Date: avril 21, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/affectation-de-classroom-2/",Quelle est la date de la demande d'affectation de classe?
"Titre: projet de masque modulaire contre le covid19, Date: avril 16, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/projetcovid/",Quel est le nom du projet de masque modulaire contre le covid19?
"Titre: 14 eme édition du concours national de l’innovation, de la recherche-développement et de la technologie, Date: avril 15, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/r-d-maroc/","Quel est le nom du concours national de l'innovation, de la recherche-développement et de la technologie?"
"Titre: mobilites erasmus+ _ université de pergpignan  (france), Date: avril 11, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/mobilites-erasmus-2020-2-21/",Qu'est-ce que l'université de pergpignan?
"Titre: طلبة وأطر كلية العلوم والتقنيات بطنجة يبتكرون أقنعة تساعد على التنفس, Date: avril 10, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/covid190/",quelle date a eu lieu l'événement?
"Titre: les liens des vidéos de tous les cours universitaires des modules scientifiques qui sont diffusés à ce jour par la télévision arryadia (maroc), Date: avril 10, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/vide/",Qu'est-ce qui est diffusé à ce jour par la télévision arryadia?
"Titre: lutte contre la pandémie du covid19 : la fst tanger de l’uae signe un accord de partenariat avec décathlon, Date: avril 7, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/cvid19/",Qu'est-ce que la fst tanger de l'uae a signé?
"Titre: fstt vs covid19, Date: avril 7, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/fstt-vs-covid19/",Quelle est la date de l'événement?
